Frequency(Hz),S21_Magnitude,S21_Phase(rad)
1461768300.9642808,9.124077919100064e-07,2.3283284628955654
1463579157.0464938,9.111722203863396e-07,2.3283593987260907
1465390013.1287067,9.099366488626731e-07,2.328390334556616
1467200869.2109194,9.087010773390066e-07,2.328421270387141
1469011725.2931323,9.074655058153398e-07,2.3284522062176665
1470822581.3753452,9.062299342916733e-07,2.3284831420481917
1472633437.4575582,9.049943627680066e-07,2.328514077878717
1474444293.539771,9.0375879124434e-07,2.3285450137092423
1476255149.6219838,9.025232197206735e-07,2.3285759495397675
1478066005.7041967,9.012876481970068e-07,2.328606885370293
1479876861.7864096,9.000520766733402e-07,2.328637821200818
1481687717.8686223,8.988165051496737e-07,2.3286687570313434
1483498573.9508352,8.975809336260071e-07,2.3286996928618686
1485309430.0330482,8.963453621023404e-07,2.328730628692394
1487120286.115261,8.951097905786737e-07,2.328761564522919
1488931142.197474,8.938742190550072e-07,2.3287925003534444
1490741998.2796867,8.926386475313406e-07,2.3288234361839697
1492552854.3618996,8.91403076007674e-07,2.328854372014495
1494363710.4441125,8.901675044840074e-07,2.3288853078450202
1496174566.5263252,8.889319329603408e-07,2.3289162436755455
1497985422.6085382,8.876963614366742e-07,2.3289471795060708
1499796278.690751,8.864607899130076e-07,2.328978115336596
1501607134.772964,8.852252183893409e-07,2.3290090511671213
1503417990.855177,8.839896468656743e-07,2.3290399869976466
1505228846.9373896,8.827540753420078e-07,2.329070922828172
1507039703.0196025,8.815185038183411e-07,2.329101858658697
1508850559.1018155,8.802829322946745e-07,2.3291327944892224
1510661415.1840281,8.79047360771008e-07,2.3291637303197477
1512472271.266241,8.778117892473413e-07,2.329194666150273
1514283127.348454,8.765762177236747e-07,2.329225601980798
1516093983.430667,8.75340646200008e-07,2.3292565378113235
1517904839.5128798,8.741050746763414e-07,2.3292874736418487
1519715695.5950925,8.728695031526749e-07,2.329318409472374
1521526551.6773055,8.716339316290083e-07,2.3293493453028993
1523337407.7595184,8.703983601053416e-07,2.3293802811334245
1525148263.8417313,8.69162788581675e-07,2.32941121696395
1526959119.923944,8.679272170580086e-07,2.329442152794475
1528769976.006157,8.666916455343418e-07,2.3294730886250004
1530580832.0883698,8.654560740106752e-07,2.3295040244555256
1532391688.1705828,8.642205024870085e-07,2.329534960286051
1534202544.2527957,8.629849309633419e-07,2.329565896116576
1536013400.3350084,8.617493594396755e-07,2.3295968319471014
1537824256.4172213,8.605137879160087e-07,2.3296277677776267
1539635112.499434,8.592782163923422e-07,2.329658703608152
1541445968.581647,8.580426448686757e-07,2.3296896394386772
1543256824.6638598,8.568070733450089e-07,2.3297205752692025
1545067680.7460728,8.555715018213424e-07,2.329751511099728
1546878536.8282857,8.543359302976757e-07,2.329782446930253
1548689392.9104986,8.53100358774009e-07,2.3298133827607783
1550500248.9927113,8.518647872503426e-07,2.329844318591304
1552311105.0749242,8.506292157266759e-07,2.3298752544218293
1554121961.157137,8.493936442030094e-07,2.3299061902523546
1555932817.2393498,8.481580726793428e-07,2.32993712608288
1557743673.3215628,8.469225011556761e-07,2.329968061913405
1559554529.4037757,8.456869296320095e-07,2.3299989977439304
1561365385.4859886,8.444513581083428e-07,2.3300299335744556
1563176241.5682015,8.432157865846762e-07,2.330060869404981
1564987097.6504142,8.419802150610097e-07,2.330091805235506
1566797953.7326272,8.40744643537343e-07,2.3301227410660315
1568608809.8148398,8.395090720136766e-07,2.3301536768965567
1570419665.8970528,8.382735004900099e-07,2.330184612727082
1572230521.9792657,8.370379289663433e-07,2.3302155485576073
1574041378.0614786,8.358023574426767e-07,2.3302464843881325
1575852234.1436915,8.345667859190099e-07,2.330277420218658
1577663090.2259045,8.333312143953434e-07,2.330308356049183
1579473946.3081172,8.320956428716769e-07,2.3303392918797083
1581284802.39033,8.308600713480101e-07,2.3303702277102336
1583095658.472543,8.296244998243436e-07,2.330401163540759
1584906514.5547557,8.283889283006771e-07,2.330432099371284
1586717370.6369686,8.271533567770104e-07,2.3304630352018094
1588528226.7191815,8.259177852533438e-07,2.3304939710323347
1590339082.8013945,8.24682213729677e-07,2.33052490686286
1592149938.8836074,8.234466422060105e-07,2.3305558426933852
1593960794.9658203,8.222110706823438e-07,2.3305867785239105
1595771651.048033,8.209754991586773e-07,2.3306177143544358
1597582507.130246,8.197399276350107e-07,2.330648650184961
1599393363.2124586,8.185043561113442e-07,2.3306795860154863
1601204219.2946715,8.172687845876775e-07,2.3307105218460116
1603015075.3768845,8.160332130640109e-07,2.330741457676537
1604825931.4590974,8.147976415403443e-07,2.330772393507062
1606636787.5413103,8.135620700166776e-07,2.3308033293375874
1608447643.6235232,8.123264984930109e-07,2.3308342651681127
1610258499.705736,8.110909269693445e-07,2.330865200998638
1612069355.7879488,8.098553554456778e-07,2.330896136829163
1613880211.8701615,8.086197839220113e-07,2.3309270726596885
1615691067.9523745,8.073842123983448e-07,2.3309580084902137
1617501924.0345874,8.06148640874678e-07,2.330988944320739
1619312780.1168003,8.049130693510114e-07,2.3310198801512643
1621123636.1990132,8.036774978273448e-07,2.3310508159817895
1622934492.2812262,8.024419263036781e-07,2.331081751812315
1624745348.3634388,8.012063547800116e-07,2.33111268764284
1626556204.4456518,7.99970783256345e-07,2.3311436234733653
1628367060.5278645,7.987352117326784e-07,2.3311745593038906
1630177916.6100774,7.974996402090119e-07,2.331205495134416
1631988772.6922903,7.962640686853452e-07,2.331236430964941
1633799628.7745032,7.950284971616785e-07,2.3312673667954664
1635610484.8567162,7.937929256380119e-07,2.3312983026259917
1637421340.938929,7.925573541143452e-07,2.331329238456517
1639232197.0211418,7.913217825906788e-07,2.3313601742870422
1641043053.1033547,7.900862110670121e-07,2.3313911101175675
1642853909.1855674,7.888506395433456e-07,2.3314220459480928
1644664765.2677803,7.87615068019679e-07,2.331452981778618
1646475621.3499932,7.863794964960123e-07,2.3314839176091433
1648286477.4322062,7.851439249723457e-07,2.3315148534396686
1650097333.514419,7.83908353448679e-07,2.331545789270194
1651908189.596632,7.826727819250124e-07,2.331576725100719
1653719045.6788447,7.81437210401346e-07,2.3316076609312444
1655529901.7610576,7.802016388776792e-07,2.3316385967617697
1657340757.8432703,7.789660673540128e-07,2.331669532592295
1659151613.9254832,7.777304958303461e-07,2.33170046842282
1660962470.0076962,7.764949243066794e-07,2.3317314042533455
1662773326.089909,7.752593527830129e-07,2.3317623400838707
1664584182.172122,7.740237812593461e-07,2.331793275914396
1666395038.254335,7.727882097356796e-07,2.3318242117449217
1668205894.3365476,7.715526382120131e-07,2.331855147575447
1670016750.4187605,7.703170666883463e-07,2.3318860834059723
1671827606.5009732,7.690814951646799e-07,2.3319170192364975
1673638462.5831861,7.678459236410133e-07,2.331947955067023
1675449318.665399,7.666103521173466e-07,2.331978890897548
1677260174.747612,7.6537478059368e-07,2.3320098267280733
1679071030.829825,7.641392090700133e-07,2.3320407625585986
1680881886.9120378,7.629036375463467e-07,2.332071698389124
1682692742.9942505,7.616680660226802e-07,2.332102634219649
1684503599.0764635,7.604324944990136e-07,2.3321335700501744
1686314455.1586761,7.59196922975347e-07,2.3321645058806997
1688125311.240889,7.579613514516804e-07,2.332195441711225
1689936167.323102,7.567257799280138e-07,2.33222637754175
1691747023.405315,7.554902084043471e-07,2.3322573133722755
1693557879.4875278,7.542546368806805e-07,2.3322882492028008
1695368735.5697408,7.530190653570139e-07,2.332319185033326
1697179591.6519537,7.517834938333471e-07,2.3323501208638513
1698990447.7341664,7.505479223096807e-07,2.3323810566943766
1700801303.8163793,7.49312350786014e-07,2.332411992524902
1702612159.898592,7.480767792623475e-07,2.332442928355427
1704423015.980805,7.468412077386809e-07,2.3324738641859524
1706233872.0630178,7.456056362150142e-07,2.3325048000164776
1708044728.1452308,7.443700646913476e-07,2.332535735847003
1709855584.2274437,7.43134493167681e-07,2.332566671677528
1711666440.3096566,7.418989216440142e-07,2.3325976075080534
1713477296.3918693,7.406633501203478e-07,2.3326285433385787
1715288152.4740822,7.394277785966812e-07,2.332659479169104
1717099008.556295,7.381922070730146e-07,2.3326904149996293
1718909864.6385078,7.369566355493481e-07,2.3327213508301545
1720720720.7207208,7.357210640256814e-07,2.33275228666068
1722531576.8029337,7.344854925020147e-07,2.332783222491205
1724342432.8851466,7.332499209783481e-07,2.3328141583217303
1726153288.9673595,7.320143494546815e-07,2.3328450941522556
1727964145.0495722,7.30778777931015e-07,2.332876029982781
1729775001.1317852,7.295432064073483e-07,2.332906965813306
1731585857.2139978,7.283076348836818e-07,2.3329379016438314
1733396713.2962108,7.270720633600152e-07,2.3329688374743567
1735207569.3784237,7.258364918363485e-07,2.332999773304882
1737018425.4606366,7.24600920312682e-07,2.333030709135407
1738829281.5428495,7.233653487890152e-07,2.3330616449659325
1740640137.6250625,7.221297772653486e-07,2.3330925807964578
1742450993.7072752,7.208942057416822e-07,2.333123516626983
1744261849.789488,7.196586342180154e-07,2.3331544524575083
1746072705.8717008,7.18423062694349e-07,2.3331853882880336
1747883561.9539137,7.171874911706824e-07,2.333216324118559
1749694418.0361266,7.159519196470157e-07,2.333247259949084
1751505274.1183395,7.14716348123349e-07,2.3332781957796094
1753316130.2005525,7.134807765996823e-07,2.3333091316101346
1755126986.2827654,7.122452050760157e-07,2.33334006744066
1756937842.364978,7.110096335523493e-07,2.333371003271185
1758748698.447191,7.097740620286827e-07,2.3334019391017105
1760559554.5294037,7.085384905050161e-07,2.3334328749322357
1762370410.6116166,7.073029189813495e-07,2.333463810762761
1764181266.6938295,7.060673474576829e-07,2.3334947465932863
1765992122.7760425,7.048317759340162e-07,2.3335256824238115
1767802978.8582554,7.035962044103495e-07,2.333556618254337
1769613834.9404683,7.023606328866828e-07,2.333587554084862
1771424691.022681,7.011250613630164e-07,2.3336184899153873
1773235547.104894,6.998894898393498e-07,2.3336494257459126
1775046403.1871066,6.986539183156832e-07,2.333680361576438
1776857259.2693195,6.974183467920166e-07,2.333711297406963
1778668115.3515325,6.9618277526835e-07,2.3337422332374884
1780478971.4337454,6.949472037446833e-07,2.3337731690680137
1782289827.5159583,6.937116322210167e-07,2.333804104898539
1784100683.5981712,6.924760606973501e-07,2.3338350407290647
1785911539.680384,6.912404891736835e-07,2.33386597655959
1787722395.7625968,6.900049176500169e-07,2.333896912390115
1789533251.8448095,6.887693461263504e-07,2.3339278482206405
1791344107.9270225,6.875337746026837e-07,2.3339587840511657
1793154964.0092354,6.862982030790171e-07,2.333989719881691
1794965820.0914483,6.850626315553505e-07,2.3340206557122163
1796776676.1736612,6.838270600316838e-07,2.3340515915427416
1798587532.2558742,6.825914885080172e-07,2.334082527373267
1800398388.3380868,6.813559169843507e-07,2.334113463203792
1802209244.4202998,6.80120345460684e-07,2.3341443990343174
1804020100.5025125,6.788847739370175e-07,2.3341753348648426
1805830956.5847254,6.776492024133509e-07,2.334206270695368
1807641812.6669383,6.764136308896842e-07,2.334237206525893
1809452668.7491512,6.751780593660176e-07,2.3342681423564184
1811263524.8313642,6.73942487842351e-07,2.3342990781869437
1813074380.913577,6.727069163186843e-07,2.334330014017469
1814885236.99579,6.714713447950177e-07,2.3343609498479942
1816696093.0780027,6.702357732713512e-07,2.3343918856785195
1818506949.1602156,6.690002017476845e-07,2.334422821509045
1820317805.2424283,6.677646302240181e-07,2.33445375733957
1822128661.3246412,6.665290587003513e-07,2.3344846931700953
1823939517.4068542,6.652934871766847e-07,2.3345156290006206
1825750373.489067,6.640579156530181e-07,2.334546564831146
1827561229.57128,6.628223441293514e-07,2.334577500661671
1829372085.653493,6.615867726056848e-07,2.3346084364921964
1831182941.7357056,6.603512010820183e-07,2.3346393723227217
1832993797.8179185,6.591156295583516e-07,2.334670308153247
1834804653.9001312,6.578800580346852e-07,2.334701243983772
1836615509.9823442,6.566444865110186e-07,2.3347321798142975
1838426366.064557,6.554089149873518e-07,2.3347631156448228
1840237222.14677,6.541733434636852e-07,2.334794051475348
1842048078.228983,6.529377719400186e-07,2.3348249873058733
1843858934.3111959,6.517022004163519e-07,2.3348559231363986
1845669790.3934085,6.504666288926855e-07,2.334886858966924
1847480646.4756215,6.492310573690188e-07,2.334917794797449
1849291502.5578341,6.479954858453523e-07,2.3349487306279744
1851102358.640047,6.467599143216857e-07,2.3349796664584996
1852913214.72226,6.455243427980191e-07,2.335010602289025
1854724070.804473,6.442887712743524e-07,2.33504153811955
1856534926.8866858,6.430531997506857e-07,2.3350724739500754
1858345782.9688988,6.418176282270191e-07,2.3351034097806007
1860156639.0511115,6.405820567033526e-07,2.335134345611126
1861967495.1333244,6.39346485179686e-07,2.3351652814416513
1863778351.215537,6.381109136560195e-07,2.3351962172721765
1865589207.29775,6.368753421323528e-07,2.335227153102702
1867400063.379963,6.356397706086862e-07,2.335258088933227
1869210919.4621758,6.344041990850196e-07,2.3352890247637523
1871021775.5443888,6.331686275613529e-07,2.3353199605942776
1872832631.6266017,6.319330560376862e-07,2.335350896424803
1874643487.7088144,6.306974845140198e-07,2.335381832255328
1876454343.7910273,6.294619129903531e-07,2.3354127680858534
